overlay_id,city_key,city_name,icao,lat,lon,role_layer,role_kind,source_family,source_instance_key,provider,product_name,station_or_product_id,source_station_name,source_station_lat,source_station_lon,distance_km,distance_basis,coverage_relation,priority_rank,is_primary,is_derived,derived_from,endpoint_url,delay_minutes,delay_basis,freshness_rule,valid_from,valid_to,verification_status,evidence_refs,notes
kuala-lumpur|forecast|openmeteo_ensemble_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_kuala-lumpur,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,2.75,101.71,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
kuala-lumpur|forecast|openmeteo_previous_runs_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_kuala-lumpur,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,2.75,101.71,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
kuala-lumpur|history|wu_history_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,history,settlement_history,wu_icao_history,wu_history_kuala-lumpur,Weather Underground,Weather Underground Historical Weather,WMKK,WMKK,2.75,101.71,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/my/kuala-lumpur/WMKK,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/my/kuala-lumpur/WMKK,WU settlement/history page; current settlement source in config/cities.json.
kuala-lumpur|history|meteostat_bulk_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_kuala-lumpur,Meteostat,Meteostat bulk hourly archive,48647,48647,2.75,101.71,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
kuala-lumpur|observation|aviationweather_metar_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,observation,airport_metar,aviationweather_metar,aviationweather_metar_kuala-lumpur,AviationWeather.gov,Aviation Weather METAR,WMKK,WMKK,2.75,101.71,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
kuala-lumpur|observation|aviationweather_taf_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,observation,airport_taf,aviationweather_taf,aviationweather_taf_kuala-lumpur,AviationWeather.gov,Aviation Weather TAF,WMKK,WMKK,2.75,101.71,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
kuala-lumpur|nearby|global_metar_cluster_kuala-lumpur,kuala-lumpur,Kuala Lumpur,WMKK,2.75,101.71,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_kuala-lumpur,PolyWeather composition over AviationWeather,Global METAR cluster,WMKK,Global METAR cluster,2.75,101.71,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
lagos|forecast|openmeteo_forecast_lagos,lagos,Lagos,DNMM,6.58,3.32,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_lagos,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,6.58,3.32,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
lagos|forecast|openmeteo_ensemble_lagos,lagos,Lagos,DNMM,6.58,3.32,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_lagos,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,6.58,3.32,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
lagos|forecast|openmeteo_previous_runs_lagos,lagos,Lagos,DNMM,6.58,3.32,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_lagos,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,6.58,3.32,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
lagos|history|wu_history_lagos,lagos,Lagos,DNMM,6.58,3.32,history,settlement_history,wu_icao_history,wu_history_lagos,Weather Underground,Weather Underground Historical Weather,DNMM,DNMM,6.58,3.32,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/ng/lagos/DNMM,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/ng/lagos/DNMM,WU settlement/history page; current settlement source in config/cities.json.
lagos|history|meteostat_bulk_lagos,lagos,Lagos,DNMM,6.58,3.32,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_lagos,Meteostat,Meteostat bulk hourly archive,65201,65201,6.58,3.32,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
lagos|observation|aviationweather_metar_lagos,lagos,Lagos,DNMM,6.58,3.32,observation,airport_metar,aviationweather_metar,aviationweather_metar_lagos,AviationWeather.gov,Aviation Weather METAR,DNMM,DNMM,6.58,3.32,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
lagos|observation|aviationweather_taf_lagos,lagos,Lagos,DNMM,6.58,3.32,observation,airport_taf,aviationweather_taf,aviationweather_taf_lagos,AviationWeather.gov,Aviation Weather TAF,DNMM,DNMM,6.58,3.32,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
london|forecast|openmeteo_forecast_london,london,London,EGLC,51.51,0.06,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_london,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,51.51,0.06,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
london|forecast|openmeteo_ensemble_london,london,London,EGLC,51.51,0.06,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_london,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,51.51,0.06,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
london|forecast|openmeteo_previous_runs_london,london,London,EGLC,51.51,0.06,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_london,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,51.51,0.06,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
london|history|wu_history_london,london,London,EGLC,51.51,0.06,history,settlement_history,wu_icao_history,wu_history_london,Weather Underground,Weather Underground Historical Weather,EGLC,EGLC,51.51,0.06,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/gb/london/EGLC,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/gb/london/EGLC,WU settlement/history page; current settlement source in config/cities.json.
london|history|meteostat_bulk_london,london,London,EGLC,51.51,0.06,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_london,Meteostat,Meteostat bulk hourly archive,EGLC0,EGLC0,51.51,0.06,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
london|observation|aviationweather_metar_london,london,London,EGLC,51.51,0.06,observation,airport_metar,aviationweather_metar,aviationweather_metar_london,AviationWeather.gov,Aviation Weather METAR,EGLC,EGLC,51.51,0.06,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
london|observation|aviationweather_taf_london,london,London,EGLC,51.51,0.06,observation,airport_taf,aviationweather_taf,aviationweather_taf_london,AviationWeather.gov,Aviation Weather TAF,EGLC,EGLC,51.51,0.06,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
london|nearby|global_metar_cluster_london,london,London,EGLC,51.51,0.06,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_london,PolyWeather composition over AviationWeather,Global METAR cluster,EGLC,Global METAR cluster,51.51,0.06,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
los-angeles|forecast|openmeteo_forecast_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_los-angeles,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,33.94,-118.39,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
los-angeles|forecast|openmeteo_ensemble_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_los-angeles,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,33.94,-118.39,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
los-angeles|forecast|openmeteo_previous_runs_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_los-angeles,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,33.94,-118.39,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
los-angeles|forecast|nws_forecast_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,forecast,nws_forecast,nws_forecast,nws_forecast_los-angeles,National Weather Service,NWS Points Forecast,"33.9382,-118.3866",NWS forecast point,33.94,-118.39,0.000,model_anchor,national,40,true,false,,"https://api.weather.gov/points/33.93817,-118.3866",,official forecast lifecycle; no fixed public SLA,latest grid-point point forecast,2026-04-21,,official_partial,https://www.weather.gov/documentation/services-web-api,US forecast supplement.
los-angeles|history|wu_history_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,history,settlement_history,wu_icao_history,wu_history_los-angeles,Weather Underground,Weather Underground Historical Weather,KLAX,KLAX,33.94,-118.39,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/us/los-angeles/KLAX,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/us/los-angeles/KLAX,WU settlement/history page; current settlement source in config/cities.json.
los-angeles|history|meteostat_bulk_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_los-angeles,Meteostat,Meteostat bulk hourly archive,72295,72295,33.94,-118.39,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
los-angeles|observation|aviationweather_metar_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,observation,airport_metar,aviationweather_metar,aviationweather_metar_los-angeles,AviationWeather.gov,Aviation Weather METAR,KLAX,KLAX,33.94,-118.39,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
los-angeles|observation|aviationweather_taf_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,observation,airport_taf,aviationweather_taf,aviationweather_taf_los-angeles,AviationWeather.gov,Aviation Weather TAF,KLAX,KLAX,33.94,-118.39,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
los-angeles|observation|madis_hfmetar_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,observation,madis_hfmetar,madis_hfmetar,madis_hfmetar_los-angeles,NOAA MADIS,MADIS HFMETAR / 1-minute ASOS,KLAX,KLAX,33.94,-118.39,0.000,same_airport_proxy,airport,220,true,false,,https://madis-data.ncep.noaa.gov/madisPublic1/data/LDAD/hfmetar/netCDF/,5,official 5-minute processing / storage cadence,near-real-time airport observation,2026-04-21,,official_explicit,https://madis.ncep.noaa.gov/madis_metar.shtml; https://madis.ncep.noaa.gov/madis_OMO.shtml,US airport current-observation mirror used for fill and monitoring.
los-angeles|nearby|global_metar_cluster_los-angeles,los-angeles,Los Angeles,KLAX,33.94,-118.39,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_los-angeles,PolyWeather composition over AviationWeather,Global METAR cluster,KLAX,Global METAR cluster,33.94,-118.39,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
lucknow|forecast|openmeteo_forecast_lucknow,lucknow,Lucknow,VILK,26.76,80.89,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_lucknow,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,26.76,80.89,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
lucknow|forecast|openmeteo_ensemble_lucknow,lucknow,Lucknow,VILK,26.76,80.89,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_lucknow,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,26.76,80.89,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
lucknow|forecast|openmeteo_previous_runs_lucknow,lucknow,Lucknow,VILK,26.76,80.89,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_lucknow,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,26.76,80.89,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
lucknow|history|wu_history_lucknow,lucknow,Lucknow,VILK,26.76,80.89,history,settlement_history,wu_icao_history,wu_history_lucknow,Weather Underground,Weather Underground Historical Weather,VILK,VILK,26.76,80.89,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/in/lucknow/VILK,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/in/lucknow/VILK,WU settlement/history page; current settlement source in config/cities.json.
lucknow|history|meteostat_bulk_lucknow,lucknow,Lucknow,VILK,26.76,80.89,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_lucknow,Meteostat,Meteostat bulk hourly archive,42369,42369,26.76,80.89,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
lucknow|observation|aviationweather_metar_lucknow,lucknow,Lucknow,VILK,26.76,80.89,observation,airport_metar,aviationweather_metar,aviationweather_metar_lucknow,AviationWeather.gov,Aviation Weather METAR,VILK,VILK,26.76,80.89,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
lucknow|observation|aviationweather_taf_lucknow,lucknow,Lucknow,VILK,26.76,80.89,observation,airport_taf,aviationweather_taf,aviationweather_taf_lucknow,AviationWeather.gov,Aviation Weather TAF,VILK,VILK,26.76,80.89,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
madrid|forecast|openmeteo_forecast_madrid,madrid,Madrid,LEMD,40.47,-3.56,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_madrid,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,40.47,-3.56,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
madrid|forecast|openmeteo_ensemble_madrid,madrid,Madrid,LEMD,40.47,-3.56,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_madrid,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,40.47,-3.56,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
madrid|forecast|openmeteo_previous_runs_madrid,madrid,Madrid,LEMD,40.47,-3.56,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_madrid,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,40.47,-3.56,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
madrid|history|wu_history_madrid,madrid,Madrid,LEMD,40.47,-3.56,history,settlement_history,wu_icao_history,wu_history_madrid,Weather Underground,Weather Underground Historical Weather,LEMD,LEMD,40.47,-3.56,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/es/madrid/LEMD,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/es/madrid/LEMD,WU settlement/history page; current settlement source in config/cities.json.
madrid|history|meteostat_bulk_madrid,madrid,Madrid,LEMD,40.47,-3.56,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_madrid,Meteostat,Meteostat bulk hourly archive,08221,08221,40.47,-3.56,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
madrid|observation|aviationweather_metar_madrid,madrid,Madrid,LEMD,40.47,-3.56,observation,airport_metar,aviationweather_metar,aviationweather_metar_madrid,AviationWeather.gov,Aviation Weather METAR,LEMD,LEMD,40.47,-3.56,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
madrid|observation|aviationweather_taf_madrid,madrid,Madrid,LEMD,40.47,-3.56,observation,airport_taf,aviationweather_taf,aviationweather_taf_madrid,AviationWeather.gov,Aviation Weather TAF,LEMD,LEMD,40.47,-3.56,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
